quarter,variable,value,unit,source_id,revision_policy,frequency_model,transform,observation_count,missing_flag
2014Q2,r,10.99450549,annual_percent_rate,BCB-SGS-432,final_revised,quarterly,quarterly_arithmetic_average_of_observed_annual_percent_rate,91,none
2014Q3,r,11,annual_percent_rate,BCB-SGS-432,final_revised,quarterly,quarterly_arithmetic_average_of_observed_annual_percent_rate,92,none
2014Q4,r,11.32336957,annual_percent_rate,BCB-SGS-432,final_revised,quarterly,quarterly_arithmetic_average_of_observed_annual_percent_rate,92,none
2015Q1,r,12.28333333,annual_percent_rate,BCB-SGS-432,final_revised,quarterly,quarterly_arithmetic_average_of_observed_annual_percent_rate,90,none
2015Q2,r,13.23901099,annual_percent_rate,BCB-SGS-432,final_revised,quarterly,quarterly_arithmetic_average_of_observed_annual_percent_rate,91,none
2015Q3,r,14.0923913,annual_percent_rate,BCB-SGS-432,final_revised,quarterly,quarterly_arithmetic_average_of_observed_annual_percent_rate,92,none
2015Q4,r,14.25,annual_percent_rate,BCB-SGS-432,final_revised,quarterly,quarterly_arithmetic_average_of_observed_annual_percent_rate,92,none
2016Q1,r,14.25,annual_percent_rate,BCB-SGS-432,final_revised,quarterly,quarterly_arithmetic_average_of_observed_annual_percent_rate,91,none
2016Q2,r,14.25,annual_percent_rate,BCB-SGS-432,final_revised,quarterly,quarterly_arithmetic_average_of_observed_annual_percent_rate,91,none
2016Q3,r,14.25,annual_percent_rate,BCB-SGS-432,final_revised,quarterly,quarterly_arithmetic_average_of_observed_annual_percent_rate,92,none
2016Q4,r,13.9673913,annual_percent_rate,BCB-SGS-432,final_revised,quarterly,quarterly_arithmetic_average_of_observed_annual_percent_rate,92,none
2017Q1,r,12.78333333,annual_percent_rate,BCB-SGS-432,final_revised,quarterly,quarterly_arithmetic_average_of_observed_annual_percent_rate,90,none
2017Q2,r,11.0521978,annual_percent_rate,BCB-SGS-432,final_revised,quarterly,quarterly_arithmetic_average_of_observed_annual_percent_rate,91,none
2017Q3,r,9.282608696,annual_percent_rate,BCB-SGS-432,final_revised,quarterly,quarterly_arithmetic_average_of_observed_annual_percent_rate,92,none
2017Q4,r,7.567934783,annual_percent_rate,BCB-SGS-432,final_revised,quarterly,quarterly_arithmetic_average_of_observed_annual_percent_rate,92,none
2018Q1,r,6.827777778,annual_percent_rate,BCB-SGS-432,final_revised,quarterly,quarterly_arithmetic_average_of_observed_annual_percent_rate,90,none
2018Q2,r,6.5,annual_percent_rate,BCB-SGS-432,final_revised,quarterly,quarterly_arithmetic_average_of_observed_annual_percent_rate,91,none
2018Q3,r,6.5,annual_percent_rate,BCB-SGS-432,final_revised,quarterly,quarterly_arithmetic_average_of_observed_annual_percent_rate,92,none
2018Q4,r,6.5,annual_percent_rate,BCB-SGS-432,final_revised,quarterly,quarterly_arithmetic_average_of_observed_annual_percent_rate,92,none
2019Q1,r,6.5,annual_percent_rate,BCB-SGS-432,final_revised,quarterly,quarterly_arithmetic_average_of_observed_annual_percent_rate,90,none
2019Q2,r,6.5,annual_percent_rate,BCB-SGS-432,final_revised,quarterly,quarterly_arithmetic_average_of_observed_annual_percent_rate,91,none
2019Q3,r,6.10326087,annual_percent_rate,BCB-SGS-432,final_revised,quarterly,quarterly_arithmetic_average_of_observed_annual_percent_rate,92,none
2019Q4,r,5.054347826,annual_percent_rate,BCB-SGS-432,final_revised,quarterly,quarterly_arithmetic_average_of_observed_annual_percent_rate,92,none
